"Expert","Biodiversity","Estimate","Scenario","Value"
"7","Coniferous Forest
Birds
Insectivore/invertivore","HIGHEST","Counterfactual","100"
"7","Coniferous Forest
Birds
Insectivore/invertivore","BEST GUESS","Counterfactual","90"
"7","Coniferous Forest
Birds
Herbivore/granivore","LOWEST","Counterfactual","80"
"7","Coniferous Forest
Birds
Herbivore/granivore","HIGHEST","Counterfactual","100"
"7","Coniferous Forest
Birds
Herbivore/granivore","BEST GUESS","Counterfactual","90"
"7","Coniferous Forest
Mammals
Carnivore, omnivore","LOWEST","Counterfactual","80"
"7","Coniferous Forest
Mammals
Carnivore, omnivore","HIGHEST","Counterfactual","100"
"7","Coniferous Forest
Mammals
Carnivore, omnivore","BEST GUESS","Counterfactual","90"
"7","Coniferous Forest
Mammals
Herbivore","LOWEST","Counterfactual","100"
"7","Coniferous Forest
Mammals
Herbivore","HIGHEST","Counterfactual","100"
"7","Coniferous Forest
Mammals
Herbivore","BEST GUESS","Counterfactual","100"
"7","Coniferous Forest
Vascular plants
Herbaceous","LOWEST","Counterfactual","90"
"7","Coniferous Forest
Vascular plants
Herbaceous","HIGHEST","Counterfactual","100"
"7","Coniferous Forest
Vascular plants
Herbaceous","BEST GUESS","Counterfactual","90"
"7","Coniferous Forest
Vascular plants
Woody","LOWEST","Counterfactual","80"
"7","Coniferous Forest
Vascular plants
Woody","HIGHEST","Counterfactual","100"
"7","Coniferous Forest
Vascular plants
Woody","BEST GUESS","Counterfactual","95"
"7","Mixed Forest
Reptiles and amphibians
Snakes and lizards","LOWEST","Counterfactual","80"
"7","Mixed Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST","Counterfactual","100"
"7","Mixed Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Counterfactual","90"
"7","Mixed Forest
Reptiles and amphibians
Frogs","LOWEST","Counterfactual","80"
"7","Mixed Forest
Reptiles and amphibians
Frogs","HIGHEST","Counterfactual","100"
"7","Mixed Forest
Reptiles and amphibians
Frogs","BEST GUESS","Counterfactual","90"
"7","Mixed Forest
Reptiles and amphibians
Salamanders","LOWEST","Counterfactual","60"
"7","Mixed Forest
Reptiles and amphibians
Salamanders","HIGHEST","Counterfactual","90"
"7","Mixed Forest
Reptiles and amphibians
Salamanders","BEST GUESS","Counterfactual","80"
"7","Mixed Forest
Birds
Carnivore","LOWEST","Counterfactual","80"
"7","Mixed Forest
Birds
Carnivore","HIGHEST","Counterfactual","100"
"7","Mixed Forest
Birds
Carnivore","BEST GUESS","Counterfactual","90"
"7","Mixed Forest
Birds
Omnivore","LOWEST","Counterfactual","80"
"7","Mixed Forest
Birds
Omnivore","HIGHEST","Counterfactual","100"
"7","Mixed Forest
Birds
Omnivore","BEST GUESS","Counterfactual","99"
"7","Mixed Forest
Birds
Insectivore/invertivore","LOWEST","Counterfactual","70"
"7","Mixed Forest
Birds
Insectivore/invertivore","HIGHEST","Counterfactual","100"
"7","Mixed Forest
Birds
Insectivore/invertivore","BEST GUESS","Counterfactual","90"
"7","Mixed Forest
Birds
Herbivore/granivore","LOWEST","Counterfactual","80"
"7","Mixed Forest
Birds
Herbivore/granivore","HIGHEST","Counterfactual","100"
"7","Mixed Forest
Birds
Herbivore/granivore","BEST GUESS","Counterfactual","90"
"7","Mixed Forest
Mammals
Carnivore, omnivore","LOWEST","Counterfactual","80"
"7","Mixed Forest
Mammals
Carnivore, omnivore","HIGHEST","Counterfactual","100"
"7","Mixed Forest
Mammals
Carnivore, omnivore","BEST GUESS","Counterfactual","90"
"7","Mixed Forest
Mammals
Herbivore","LOWEST","Counterfactual","100"
"7","Mixed Forest
Mammals
Herbivore","HIGHEST","Counterfactual","100"
"7","Mixed Forest
Mammals
Herbivore","BEST GUESS","Counterfactual","100"
"7","Mixed Forest
Vascular plants
Herbaceous","LOWEST","Counterfactual","90"
"7","Mixed Forest
Vascular plants
Herbaceous","HIGHEST","Counterfactual","100"
"7","Mixed Forest
Vascular plants
Herbaceous","BEST GUESS","Counterfactual","90"
"7","Mixed Forest
Vascular plants
Woody","LOWEST","Counterfactual","90"
"7","Mixed Forest
Vascular plants
Woody","HIGHEST","Counterfactual","100"
"7","Mixed Forest
Vascular plants
Woody","BEST GUESS","Counterfactual","100"
"8","Freshwater
Fish
Large predators","LOWEST","Counterfactual","15"
"8","Freshwater
Fish
Large predators","HIGHEST","Counterfactual","50"
"8","Freshwater
Fish
Large predators","BEST GUESS","Counterfactual","25"
"8","Freshwater
Fish
Small-medium predators","LOWEST","Counterfactual","15"
"8","Freshwater
Fish
Small-medium predators","HIGHEST","Counterfactual","50"
"8","Freshwater
Fish
Small-medium predators","BEST GUESS","Counterfactual","25"
"8","Freshwater
Reptiles and amphibians
Snakes and lizards","LOWEST","Counterfactual","15"
"8","Freshwater
Reptiles and amphibians
Snakes and lizards","HIGHEST","Counterfactual","50"
"8","Freshwater
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Counterfactual","25"
"8","Freshwater
Reptiles and amphibians
Frogs","LOWEST","Counterfactual","15"
"8","Freshwater
Reptiles and amphibians
Frogs","HIGHEST","Counterfactual","50"
"8","Freshwater
Reptiles and amphibians
Frogs","BEST GUESS","Counterfactual","25"
"8","Freshwater
Reptiles and amphibians
Salamanders","LOWEST","Counterfactual","15"
"8","Freshwater
Reptiles and amphibians
Salamanders","HIGHEST","Counterfactual","50"
"8","Freshwater
Reptiles and amphibians
Salamanders","BEST GUESS","Counterfactual","25"
"8","Freshwater
Birds
Carnivore","LOWEST","Counterfactual","15"
"8","Freshwater
Birds
Carnivore","HIGHEST","Counterfactual","50"
"8","Freshwater
Birds
Carnivore","BEST GUESS","Counterfactual","25"
"8","Freshwater
Birds
Omnivore","LOWEST","Counterfactual","15"
"8","Freshwater
Birds
Omnivore","HIGHEST","Counterfactual","50"
"8","Freshwater
Birds
Omnivore","BEST GUESS","Counterfactual","25"
"8","Freshwater
Birds
Insectivore/invertivore","LOWEST","Counterfactual","15"
"8","Freshwater
Birds
Insectivore/invertivore","HIGHEST","Counterfactual","50"
"8","Freshwater
Birds
Insectivore/invertivore","BEST GUESS","Counterfactual","25"
"8","Freshwater
Birds
Herbivore/granivore","LOWEST","Counterfactual","15"
"8","Freshwater
Birds
Herbivore/granivore","HIGHEST","Counterfactual","50"
"8","Freshwater
Birds
Herbivore/granivore","BEST GUESS","Counterfactual","25"
"8","Freshwater
Mammals
Carnivore, omnivore","LOWEST","Counterfactual","15"
"8","Freshwater
Mammals
Carnivore, omnivore","HIGHEST","Counterfactual","50"
"8","Freshwater
Mammals
Carnivore, omnivore","BEST GUESS","Counterfactual","25"
"8","Freshwater
Mammals
Herbivore","LOWEST","Counterfactual","15"
"8","Freshwater
Mammals
Herbivore","HIGHEST","Counterfactual","50"
"8","Freshwater
Mammals
Herbivore","BEST GUESS","Counterfactual","25"
"8","Freshwater
Vascular plants
Herbaceous","LOWEST","Counterfactual",NA
"8","Freshwater
Vascular plants
Herbaceous","HIGHEST","Counterfactual",NA
"8","Freshwater
Vascular plants
Herbaceous","BEST GUESS","Counterfactual",NA
"8","Freshwater
Vascular plants
Woody","LOWEST","Counterfactual",NA
"8","Freshwater
Vascular plants
Woody","HIGHEST","Counterfactual",NA
"8","Freshwater
Vascular plants
Woody","BEST GUESS","Counterfactual",NA
"8","Wetland
Fish
Large predators","LOWEST","Counterfactual","15"
"8","Wetland
Fish
Large predators","HIGHEST","Counterfactual","50"
"8","Wetland
Fish
Large predators","BEST GUESS","Counterfactual","25"
"8","Wetland
Fish
Small-medium predators","LOWEST","Counterfactual","15"
"8","Wetland
Fish
Small-medium predators","HIGHEST","Counterfactual","50"
"8","Wetland
Fish
Small-medium predators","BEST GUESS","Counterfactual","25"
"8","Wetland
Reptiles and amphibians
Snakes and lizards","LOWEST","Counterfactual","15"
"8","Wetland
Reptiles and amphibians
Snakes and lizards","HIGHEST","Counterfactual","50"
"8","Wetland
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Counterfactual","25"
"8","Wetland
Reptiles and amphibians
Frogs","LOWEST","Counterfactual","15"
"8","Wetland
Reptiles and amphibians
Frogs","HIGHEST","Counterfactual","50"
"8","Wetland
Reptiles and amphibians
Frogs","BEST GUESS","Counterfactual","25"
"8","Wetland
Reptiles and amphibians
Salamanders","LOWEST","Counterfactual","15"
"8","Wetland
Reptiles and amphibians
Salamanders","HIGHEST","Counterfactual","50"
"8","Wetland
Reptiles and amphibians
Salamanders","BEST GUESS","Counterfactual","25"
"8","Wetland
Birds
Carnivore","LOWEST","Counterfactual","15"
"8","Wetland
Birds
Carnivore","HIGHEST","Counterfactual","50"
"8","Wetland
Birds
Carnivore","BEST GUESS","Counterfactual","25"
"8","Wetland
Birds
Omnivore","LOWEST","Counterfactual","15"
"8","Wetland
Birds
Omnivore","HIGHEST","Counterfactual","50"
"8","Wetland
Birds
Omnivore","BEST GUESS","Counterfactual","25"
"8","Wetland
Birds
Insectivore/invertivore","LOWEST","Counterfactual","15"
"8","Wetland
Birds
Insectivore/invertivore","HIGHEST","Counterfactual","50"
"8","Wetland
Birds
Insectivore/invertivore","BEST GUESS","Counterfactual","25"
"8","Wetland
Birds
Herbivore/granivore","LOWEST","Counterfactual","15"
"8","Wetland
Birds
Herbivore/granivore","HIGHEST","Counterfactual","50"
"8","Wetland
Birds
Herbivore/granivore","BEST GUESS","Counterfactual","25"
"8","Wetland
Mammals
Carnivore, omnivore","LOWEST","Counterfactual","15"
"8","Wetland
Mammals
Carnivore, omnivore","HIGHEST","Counterfactual","50"
"8","Wetland
Mammals
Carnivore, omnivore","BEST GUESS","Counterfactual","25"
"8","Wetland
Mammals
Herbivore","LOWEST","Counterfactual","15"
"8","Wetland
Mammals
Herbivore","HIGHEST","Counterfactual","50"
"8","Wetland
Mammals
Herbivore","BEST GUESS","Counterfactual","25"
"8","Wetland
Vascular plants
Herbaceous","LOWEST","Counterfactual",NA
"8","Wetland
Vascular plants
Herbaceous","HIGHEST","Counterfactual",NA
"8","Wetland
Vascular plants
Herbaceous","BEST GUESS","Counterfactual",NA
"8","Wetland
Vascular plants
Woody","LOWEST","Counterfactual",NA
"8","Wetland
Vascular plants
Woody","HIGHEST","Counterfactual",NA
"8","Wetland
Vascular plants
Woody","BEST GUESS","Counterfactual",NA
"8","Coniferous Forest
Reptiles and amphibians
Snakes and lizards","LOWEST","Counterfactual","15"
"8","Coniferous Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST","Counterfactual","50"
"8","Coniferous Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Counterfactual","25"
"8","Coniferous Forest
Reptiles and amphibians
Frogs","LOWEST","Counterfactual","15"
"8","Coniferous Forest
Reptiles and amphibians
Frogs","HIGHEST","Counterfactual","50"
"8","Coniferous Forest
Reptiles and amphibians
Frogs","BEST GUESS","Counterfactual","25"
"8","Coniferous Forest
Reptiles and amphibians
Salamanders","LOWEST","Counterfactual","15"
"8","Coniferous Forest
Reptiles and amphibians
Salamanders","HIGHEST","Counterfactual","50"
"8","Coniferous Forest
Reptiles and amphibians
Salamanders","BEST GUESS","Counterfactual","25"
"8","Coniferous Forest
Birds
Carnivore","LOWEST","Counterfactual","15"
"8","Coniferous Forest
Birds
Carnivore","HIGHEST","Counterfactual","50"
"8","Coniferous Forest
Birds
Carnivore","BEST GUESS","Counterfactual","25"
"8","Coniferous Forest
Birds
Omnivore","LOWEST","Counterfactual","15"
"8","Coniferous Forest
Birds
Omnivore","HIGHEST","Counterfactual","50"
"8","Coniferous Forest
Birds
Omnivore","BEST GUESS","Counterfactual","25"
"8","Coniferous Forest
Birds
Insectivore/invertivore","LOWEST","Counterfactual","15"
"8","Coniferous Forest
Birds
Insectivore/invertivore","HIGHEST","Counterfactual","50"
"8","Coniferous Forest
Birds
Insectivore/invertivore","BEST GUESS","Counterfactual","25"
"8","Coniferous Forest
Birds
Herbivore/granivore","LOWEST","Counterfactual","15"
"8","Coniferous Forest
Birds
Herbivore/granivore","HIGHEST","Counterfactual","50"
"8","Coniferous Forest
Birds
Herbivore/granivore","BEST GUESS","Counterfactual","25"
"8","Coniferous Forest
Mammals
Carnivore, omnivore","LOWEST","Counterfactual","15"
"8","Coniferous Forest
Mammals
Carnivore, omnivore","HIGHEST","Counterfactual","50"
"8","Coniferous Forest
Mammals
Carnivore, omnivore","BEST GUESS","Counterfactual","25"
"8","Coniferous Forest
Mammals
Herbivore","LOWEST","Counterfactual","15"
"8","Coniferous Forest
Mammals
Herbivore","HIGHEST","Counterfactual","50"
"8","Coniferous Forest
Mammals
Herbivore","BEST GUESS","Counterfactual","25"
"8","Coniferous Forest
Vascular plants
Herbaceous","LOWEST","Counterfactual",NA
"8","Coniferous Forest
Vascular plants
Herbaceous","HIGHEST","Counterfactual",NA
"8","Coniferous Forest
Vascular plants
Herbaceous","BEST GUESS","Counterfactual",NA
"8","Coniferous Forest
Vascular plants
Woody","LOWEST","Counterfactual",NA
"8","Coniferous Forest
Vascular plants
Woody","HIGHEST","Counterfactual",NA
"8","Coniferous Forest
Vascular plants
Woody","BEST GUESS","Counterfactual",NA
"8","Mixed Forest
Reptiles and amphibians
Snakes and lizards","LOWEST","Counterfactual","15"
"8","Mixed Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST","Counterfactual","50"
"8","Mixed Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Counterfactual","25"
"8","Mixed Forest
Reptiles and amphibians
Frogs","LOWEST","Counterfactual","15"
"8","Mixed Forest
Reptiles and amphibians
Frogs","HIGHEST","Counterfactual","50"
"8","Mixed Forest
Reptiles and amphibians
Frogs","BEST GUESS","Counterfactual","25"
"8","Mixed Forest
Reptiles and amphibians
Salamanders","LOWEST","Counterfactual","15"
"8","Mixed Forest
Reptiles and amphibians
Salamanders","HIGHEST","Counterfactual","50"
"8","Mixed Forest
Reptiles and amphibians
Salamanders","BEST GUESS","Counterfactual","25"
"8","Mixed Forest
Birds
Carnivore","LOWEST","Counterfactual","15"
"8","Mixed Forest
Birds
Carnivore","HIGHEST","Counterfactual","50"
"8","Mixed Forest
Birds
Carnivore","BEST GUESS","Counterfactual","25"
"8","Mixed Forest
Birds
Omnivore","LOWEST","Counterfactual","15"
"8","Mixed Forest
Birds
Omnivore","HIGHEST","Counterfactual","50"
"8","Mixed Forest
Birds
Omnivore","BEST GUESS","Counterfactual","25"
"8","Mixed Forest
Birds
Insectivore/invertivore","LOWEST","Counterfactual","15"
"8","Mixed Forest
Birds
Insectivore/invertivore","HIGHEST","Counterfactual","50"
"8","Mixed Forest
Birds
Insectivore/invertivore","BEST GUESS","Counterfactual","25"
"8","Mixed Forest
Birds
Herbivore/granivore","LOWEST","Counterfactual","15"
"8","Mixed Forest
Birds
Herbivore/granivore","HIGHEST","Counterfactual","50"
"8","Mixed Forest
Birds
Herbivore/granivore","BEST GUESS","Counterfactual","25"
"8","Mixed Forest
Mammals
Carnivore, omnivore","LOWEST","Counterfactual","15"
"8","Mixed Forest
Mammals
Carnivore, omnivore","HIGHEST","Counterfactual","50"
"8","Mixed Forest
Mammals
Carnivore, omnivore","BEST GUESS","Counterfactual","25"
"8","Mixed Forest
Mammals
Herbivore","LOWEST","Counterfactual","15"
"8","Mixed Forest
Mammals
Herbivore","HIGHEST","Counterfactual","50"
"8","Mixed Forest
Mammals
Herbivore","BEST GUESS","Counterfactual","25"
"8","Mixed Forest
Vascular plants
Herbaceous","LOWEST","Counterfactual",NA
"8","Mixed Forest
Vascular plants
Herbaceous","HIGHEST","Counterfactual",NA
"8","Mixed Forest
Vascular plants
Herbaceous","BEST GUESS","Counterfactual",NA
"8","Mixed Forest
Vascular plants
Woody","LOWEST","Counterfactual",NA
"8","Mixed Forest
Vascular plants
Woody","HIGHEST","Counterfactual",NA
"8","Mixed Forest
Vascular plants
Woody","BEST GUESS","Counterfactual",NA
"9","Freshwater
Fish
Large predators","LOWEST","Counterfactual",NA
"9","Freshwater
Fish
Large predators","HIGHEST","Counterfactual",NA
"9","Freshwater
Fish
Large predators","BEST GUESS","Counterfactual",NA
"9","Freshwater
Fish
Small-medium predators","LOWEST","Counterfactual",NA
"9","Freshwater
Fish
Small-medium predators","HIGHEST","Counterfactual",NA
"9","Freshwater
Fish
Small-medium predators","BEST GUESS","Counterfactual",NA
"9","Freshwater
Reptiles and amphibians
Snakes and lizards","LOWEST","Counterfactual",NA
"9","Freshwater
Reptiles and amphibians
Snakes and lizards","HIGHEST","Counterfactual",NA
"9","Freshwater
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Counterfactual",NA
"9","Freshwater
Reptiles and amphibians
Frogs","LOWEST","Counterfactual",NA
"9","Freshwater
Reptiles and amphibians
Frogs","HIGHEST","Counterfactual",NA
"9","Freshwater
Reptiles and amphibians
Frogs","BEST GUESS","Counterfactual",NA
"9","Freshwater
Reptiles and amphibians
Salamanders","LOWEST","Counterfactual",NA
"9","Freshwater
Reptiles and amphibians
Salamanders","HIGHEST","Counterfactual",NA
"9","Freshwater
Reptiles and amphibians
Salamanders","BEST GUESS","Counterfactual",NA
"9","Freshwater
Birds
Carnivore","LOWEST","Counterfactual",NA
"9","Freshwater
Birds
Carnivore","HIGHEST","Counterfactual",NA
"9","Freshwater
Birds
Carnivore","BEST GUESS","Counterfactual",NA
"9","Freshwater
Birds
Omnivore","LOWEST","Counterfactual",NA
"9","Freshwater
Birds
Omnivore","HIGHEST","Counterfactual",NA
"9","Freshwater
Birds
Omnivore","BEST GUESS","Counterfactual",NA
"9","Freshwater
Birds
Insectivore/invertivore","LOWEST","Counterfactual",NA
"9","Freshwater
Birds
Insectivore/invertivore","HIGHEST","Counterfactual",NA
"9","Freshwater
Birds
Insectivore/invertivore","BEST GUESS","Counterfactual",NA
"9","Freshwater
Birds
Herbivore/granivore","LOWEST","Counterfactual",NA
"9","Freshwater
Birds
Herbivore/granivore","HIGHEST","Counterfactual",NA
"9","Freshwater
Birds
Herbivore/granivore","BEST GUESS","Counterfactual",NA
"9","Freshwater
Mammals
Carnivore, omnivore","LOWEST","Counterfactual",NA
"9","Freshwater
Mammals
Carnivore, omnivore","HIGHEST","Counterfactual",NA
"9","Freshwater
Mammals
Carnivore, omnivore","BEST GUESS","Counterfactual",NA
"9","Freshwater
Mammals
Herbivore","LOWEST","Counterfactual",NA
"9","Freshwater
Mammals
Herbivore","HIGHEST","Counterfactual",NA
"9","Freshwater
Mammals
Herbivore","BEST GUESS","Counterfactual",NA
"9","Freshwater
Vascular plants
Herbaceous","LOWEST","Counterfactual",NA
"9","Freshwater
Vascular plants
Herbaceous","HIGHEST","Counterfactual",NA
"9","Freshwater
Vascular plants
Herbaceous","BEST GUESS","Counterfactual",NA
"9","Freshwater
Vascular plants
Woody","LOWEST","Counterfactual",NA
"9","Freshwater
Vascular plants
Woody","HIGHEST","Counterfactual",NA
"9","Freshwater
Vascular plants
Woody","BEST GUESS","Counterfactual",NA
"9","Wetland
Fish
Large predators","LOWEST","Counterfactual",NA
"9","Wetland
Fish
Large predators","HIGHEST","Counterfactual",NA
"9","Wetland
Fish
Large predators","BEST GUESS","Counterfactual",NA
"9","Wetland
Fish
Small-medium predators","LOWEST","Counterfactual",NA
"9","Wetland
Fish
Small-medium predators","HIGHEST","Counterfactual",NA
"9","Wetland
Fish
Small-medium predators","BEST GUESS","Counterfactual",NA
"9","Wetland
Reptiles and amphibians
Snakes and lizards","LOWEST","Counterfactual",NA
"9","Wetland
Reptiles and amphibians
Snakes and lizards","HIGHEST","Counterfactual",NA
"9","Wetland
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Counterfactual",NA
"9","Wetland
Reptiles and amphibians
Frogs","LOWEST","Counterfactual",NA
"9","Wetland
Reptiles and amphibians
Frogs","HIGHEST","Counterfactual",NA
